"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu05022","mmu05022","Pathways of neurodegeneration - multiple diseases","240/2092","457/8384",8.94406890490441e-39,2.8442139117596e-36,1.57227316538846e-36,"12858/216795/66925/11950/11836/12313/22154/19353/22201/53623/19182/13163/69875/109880/17274/66043/13544/74764/12028/68942/26395/19185/19172/11789/11951/16573/15114/12387/21762/20907/12048/14365/22190/22335/215999/67680/19165/226646/17991/19170/19166/18412/12289/11740/54405/22123/69077/17762/56486/228033/12315/22187/14816/19164/11783/66414/19324/66594/380684/22333/22433/14799/66997/67128/13385/26443/56444/19179/110616/16593/66945/22334/19056/12325/67089/26419/22418/18040/18039/19173/67819/54152/27373/67130/29857/56637/68194/100041273/100042503/11957/11820/28080/20655/22143/68202/140499/78330/20463/13001/93687/67665/12322/14682/16594/12333/12015/67264/54130/11947/69654/11946/15461/11949/20617/14802/12421/227197/66495/22409/22145/70247/67273/226641/19177/16574/14828/68375/59029/14810/51897/66046/67738/18176/19055/56228/53598/269523/595136/26445/12371/19181/57320/56717/170731/13542/22223/18125/67151/11938/22241/74781/17992/57436/14812/16653/23996/68197/233908/70316/67003/104130/67790/66142/22428/12367/11739/12857/13191/93739/26441/12866/233871/12669/73916/19058/14800/56208/66091/12868/18391/67184/12314/110323/226977/17995/66694/22195/56436/17463/230908/12861/66416/11911/105000/20422/217695/22272/73710/13000/26414/20238/212398/12064/12569/108071/18750/18795/12288/18751/26416/108058/56491/12323/66052/22151/14811/66152/225887/19167/12859/22152/22153/67942/26417/26413/13063/14775/66576/20743/26442/52335/26408/18951/22142/16572/12995/641340/18752/19122/22186",240
"mmu05012","mmu05012","Parkinson disease","150/2092","233/8384",5.42505106897655e-38,8.62583119967272e-36,4.76833436062676e-36,"12858/66925/21823/11950/12313/22154/22201/19182/13163/69875/66043/74764/12028/18749/56551/18747/19185/19172/11951/16573/21762/12048/22190/22335/215999/67680/226646/17991/19170/19166/11740/54405/22123/69077/17762/228033/12315/22187/11783/66414/66594/11540/22333/22433/66997/67128/26443/19179/16593/13488/66945/22334/12325/67089/26419/19173/67130/68194/100041273/100042503/224129/11957/28080/22143/68202/140499/78330/19252/20463/14680/12322/16594/67264/11947/11946/11949/20617/227197/66495/22145/70247/67273/226641/19177/16574/14828/68375/59029/14683/66046/56228/22166/595136/26445/12371/19181/57320/170731/22223/67151/17992/23996/68197/70316/67003/104130/66142/12367/11739/12857/26441/12866/14678/66091/12868/67184/12314/110323/17995/66694/22195/56436/17463/12861/66416/11911/20422/22272/73710/26414/108058/12323/66052/22151/66152/22059/225887/19167/12859/22152/22153/67942/13063/66576/26442/26408/18951/22142/16572/22186",150
"mmu05016","mmu05016","Huntington disease","168/2092","288/8384",1.4757685526266e-34,1.5643146657842e-32,8.64748590486464e-33,"12858/66925/11950/20683/22154/53623/19182/69875/11772/66043/74764/12028/66420/20511/20020/20512/19185/19172/11951/16573/20656/15114/21762/20907/22335/67680/226646/17991/21374/19170/19166/11740/54405/22123/69077/228033/15182/11783/66414/66594/22333/14799/66997/13385/245841/26443/56444/19179/16593/66945/22334/67089/26419/19173/54152/67130/68194/100041273/100042503/11773/11957/28080/20655/22143/68202/78330/20463/67665/14682/16594/67264/54130/11947/69654/11946/11949/14802/12421/12912/227197/66495/22145/70247/67273/19177/16574/68375/59029/14810/51897/66046/53598/12757/595136/26445/12371/19181/56717/19017/231329/67151/22241/74781/17992/14812/23996/68197/70316/67003/104130/66142/22428/12367/11739/20021/12857/13191/26441/12866/73916/14800/56208/71770/66091/12868/67184/110323/226977/217864/17995/66694/66491/56436/17463/12861/66416/105000/20422/20466/22272/73710/26414/67300/74325/12064/108071/18795/66052/22151/66152/22059/225887/19167/11771/12859/22152/22153/67942/13063/14775/66576/26442/237336/26408/67710/22142/16572/641340",168
"mmu05014","mmu05014","Amyotrophic lateral sclerosis","189/2092","353/8384",6.04062250721346e-32,4.8022948932347e-30,2.65469462817012e-30,"12858/66925/11950/22154/19353/19182/13163/69875/17274/66043/74764/12028/68942/53379/20511/56085/19185/19172/11951/16573/15114/21762/12048/215999/67680/226646/17991/19170/19166/18412/54405/18141/22123/69077/18643/56486/228033/74412/11783/66414/19324/66594/380684/22333/22433/14799/66997/26443/56444/19179/16593/66945/11750/19056/67089/11744/18040/18039/19173/67819/54152/67130/29857/68194/100041273/100042503/11957/28080/20655/22143/68202/78330/225027/20463/67665/16594/12015/21681/67264/54130/11947/69654/11946/11949/12421/227197/66495/22145/70247/67273/226641/19177/16574/14828/68375/59029/14810/51897/66679/66046/18645/19055/53598/269523/595136/26445/12371/19181/56717/18125/67151/22241/74781/11461/17992/57436/14812/23996/68197/233908/70316/67003/104130/67790/66142/22428/12367/12857/13191/93739/26441/12866/233871/71805/19058/14800/56208/66091/12868/18391/67184/110323/17184/226977/17995/66694/56436/17463/19069/230908/12861/66416/11911/105000/20422/22272/73710/15382/103172/54609/103468/107939/26416/56491/66052/22151/14811/229279/66152/22059/225887/19167/12859/22152/22153/67942/11465/211323/13063/14775/66576/26442/20383/26408/22142/16572/641340/18226/71844",189
"mmu05010","mmu05010","Alzheimer disease","186/2092","353/8384",2.95876215356815e-30,1.88177272966935e-28,1.04023848346501e-28,"12858/216795/66925/11950/11836/12313/22154/11651/19182/69875/109880/66043/13544/74764/11652/26395/19185/19172/11789/11951/16573/12387/21762/14365/22335/215999/67680/19165/226646/17991/19170/16956/19166/226548/12289/11740/54405/22123/69077/17762/228033/12315/23797/19164/11783/66414/66594/22333/68585/22433/66997/26443/19179/16593/66945/22334/19056/67089/26419/22418/19173/27373/67130/56637/68194/100041273/100042503/11957/11820/28080/22143/68202/78330/20463/13001/93687/14682/20168/16594/12333/12015/67264/11947/11946/15461/11949/20617/12421/227197/66495/22409/22145/70247/67273/226641/19177/16574/68375/59029/14810/51897/18706/66046/67738/18176/19055/595136/26445/12371/19181/56717/13542/18125/67151/11938/22241/74781/17992/14812/16653/23996/68197/70316/67003/104130/66142/12367/11739/12857/18709/234664/14608/23821/26441/12866/208117/12669/19058/56208/66091/12868/67184/12314/110323/66340/11785/17995/66694/384783/56436/17463/18708/12861/66416/11911/20422/22272/73710/13000/26414/212398/12569/108071/18795/12288/14433/66052/22151/14811/66152/225887/19167/12859/22152/22153/67942/26417/26413/13063/66576/26442/26408/22142/16572/12995/641340",186
"mmu05020","mmu05020","Prion disease","145/2092","254/8384",1.64317806902334e-28,8.70884376582371e-27,4.81422346538418e-27,"12858/66925/11950/22154/19353/19182/69875/66043/74764/12028/18749/18747/19185/19172/11951/16573/21762/22335/215999/67680/226646/17991/19170/12915/19166/12289/11740/54405/22123/69077/228033/14360/11783/66414/66594/22333/66997/26443/19179/16593/66945/22334/19056/67089/26419/18753/19173/67130/29857/56637/68194/100041273/100042503/11957/28080/20655/22143/68202/78330/20463/13001/16594/12015/20867/67264/11947/11946/11949/12912/227197/66495/22145/70247/67273/19177/16574/14828/68375/59029/14810/11909/18706/66046/19055/595136/26445/12371/19181/67151/17992/14812/23996/68197/70316/67003/104130/66142/12367/11739/12857/18709/26441/12866/19058/66091/12868/67184/110323/17995/13653/66694/56436/17463/17967/242443/18708/12861/66416/11911/20422/22272/73710/13000/26414/12288/26416/66052/22151/14811/66152/225887/19167/12859/22152/22153/67942/26417/26413/13063/66576/26442/22142/16572/12995/19122",145
"mmu00190","mmu00190","Oxidative phosphorylation","78/2092","120/8384",1.33115085139124e-20,6.04722815346306e-19,3.34289010800507e-19,"12858/66925/11950/69875/66043/66144/11951/11966/67680/11972/226646/17991/11974/54405/228033/54411/11973/11975/66414/67895/66594/73834/66945/66335/67130/68194/100041273/100042503/11957/28080/68202/78330/11984/20463/66237/67264/11947/11946/11949/227197/66495/67273/68375/66046/74776/595136/17992/68197/70316/67003/104130/66142/12857/12866/114143/108664/66091/12868/67184/110323/17995/21871/66694/57423/27425/66290/76252/12861/66416/22272/12856/11964/66052/66152/225887/12859/67942/66576",78
"mmu05017","mmu05017","Spinocerebellar ataxia","86/2092","141/8384",6.68818164853699e-20,2.65855220529345e-18,1.46963991487589e-18,"20683/11651/53623/19182/11652/19185/19172/21762/22335/215999/21374/19170/19166/11740/54138/22123/69077/23797/14816/22333/22433/14799/80913/66997/26443/19179/110616/22334/67089/26419/19173/18044/69597/14682/22359/14169/12421/70247/19177/59029/14810/51897/18706/229906/13131/80912/26445/19181/56717/67151/11938/22241/74781/14812/23996/11739/18709/19883/26441/233871/14800/12286/56208/74143/56436/17463/242443/56543/18708/20422/26414/20238/18750/18795/18751/14811/19167/16504/13063/20743/26442/52335/237336/26408/641340/18752",86
"mmu04723","mmu04723","Retrograde endocannabinoid signaling","85/2092","141/8384",3.21664852747235e-19,1.13654914637356e-17,6.28281057412728e-18,"14395/53623/69875/18749/18747/14394/226646/17991/12289/54405/14816/66414/14399/432530/14799/14706/210044/26419/11514/67130/29857/68194/100041273/100042503/224129/11512/68202/14409/78330/14682/67264/66082/14802/227197/66495/67273/16519/68375/66046/595136/14688/14397/14400/17992/14693/140919/68197/70316/104130/14396/14681/14697/14678/23945/14402/14800/14073/12286/66091/269060/67184/14701/22348/17995/16524/14700/231871/116837/66416/14702/26414/14708/108071/18750/18795/12288/18751/26416/110886/225887/26417/26413/72961/14704/18752",85
"mmu04714","mmu04714","Thermogenesis","112/2092","216/8384",7.61546350127488e-18,2.42171739340541e-16,1.33871832075043e-16,"12858/66925/11950/20587/69875/66043/16890/18749/18747/11951/93760/67680/67605/226646/17991/54405/52469/228033/14081/66414/66594/216739/432530/210044/66945/11514/67130/29857/68194/100041273/100042503/224129/11957/28080/11512/83797/66379/68202/78330/20662/20463/67155/433256/67264/68094/11947/11946/15461/11949/12912/227197/66495/76178/67273/68375/11909/69702/69487/14683/56456/66046/18176/68493/108079/595136/19744/56717/19017/11461/17992/83766/16653/29861/68197/70316/67003/104130/66142/50790/12857/12866/20588/23945/66091/12868/67184/110323/99982/17995/66694/57423/27425/12861/66416/22272/68033/12856/67892/26416/66052/66152/225887/14784/12859/67942/11465/66576/19082/75597/239985/26408/66272",112
"mmu03040","mmu03040","Spliceosome","75/2092","130/8384",1.27212289400811e-15,3.67759163904162e-14,2.03296194544837e-14,"66618/66492/67465/20641/67959/66070/68183/27756/68988/67996/53817/72654/69878/67332/20222/72047/13207/192159/66354/20384/15387/56215/68092/54614/71702/68816/225027/20630/225160/56070/28000/319322/21681/192170/81898/20638/57317/13204/108014/66441/60321/22185/68981/233908/19655/54633/78651/67958/20382/67678/66094/19656/66055/60365/231889/67229/51810/76522/15382/23983/27967/28035/68011/229279/76936/15381/20826/20637/230596/107701/20383/66585/66125/233073/20643",75
"mmu04728","mmu04728","Dopaminergic synapse","75/2092","133/8384",6.93171653693356e-15,1.83690488228739e-13,1.01543566812974e-13,"21823/12846/12313/11651/53623/11652/19047/434233/18749/18747/16573/51792/12915/12289/26931/12315/23797/19052/14799/26932/14706/13488/19056/12325/26419/71978/29857/56637/224129/72930/14680/12322/14682/68566/14802/12912/226849/16574/16519/11909/14683/19055/14688/269643/12753/14693/14812/14681/14697/14678/14800/12286/14701/12314/16524/14700/19045/52432/11911/14702/26414/14708/18750/18795/12288/18751/26416/108058/606496/12323/14811/19049/14704/16572/18752",75
"mmu04141","mmu04141","Protein processing in endoplasmic reticulum","88/2092","170/8384",3.18586345403578e-14,7.79311214141059e-13,4.30800969088239e-13,"13002/20832/27061/19358/12317/12028/22230/56085/81489/17156/12915/54197/66530/140740/216080/22027/66753/12330/66397/22433/71853/217379/67128/20338/110616/107513/50527/26419/13135/67819/56438/140499/15516/74126/12333/18453/18415/57743/67812/226641/14828/14827/386649/67437/56228/15502/19359/269523/13200/63958/15467/67397/15505/26965/57377/103963/56445/23802/64209/56453/12282/16430/68292/21402/230815/108687/223455/80286/56424/17872/216440/66256/70361/213539/11911/226418/26414/216197/54609/66245/26408/14376/225896/75744/109815/66105/20335/56550",88
"mmu04144","mmu04144","Endocytosis","120/2092","264/8384",1.5421983705896e-13,3.50299344176781e-12,1.93644457058995e-12,"19344/234852/13855/11772/17274/20405/19158/53869/68942/16001/56513/76709/12540/16573/11848/67771/20479/216963/22088/12343/22365/72318/319740/19345/19341/54198/66201/67282/30930/66713/216724/11844/19325/18806/11843/13196/22042/69150/11773/213990/16004/57440/28006/110355/107338/67588/15461/93742/74117/74192/16574/77038/98878/84092/16396/20779/18720/76959/12757/20404/72685/13858/12345/140500/18762/56378/77407/56443/73178/234353/67028/52348/71955/116733/69091/16835/17999/56440/27965/17127/69780/105513/232227/12402/230597/18717/71770/13854/54673/215445/73728/100017/68524/75608/72543/26431/320129/11845/55988/67300/74325/11840/78618/52055/11842/66700/242894/106572/11771/11841/330192/14964/99371/16572/19326/28084/68089/19349/330319/66914",120
"mmu04724","mmu04724","Glutamatergic synapse","62/2092","113/8384",7.91431786570985e-12,1.67783538753049e-10,9.27502514788453e-11,"53623/224997/14809/108069/18749/20511/20512/18747/26556/12289/14816/432530/14799/18806/13385/14706/210044/19056/11514/224129/11512/105727/108068/14682/110355/26557/14802/14645/16519/14810/14683/19055/14688/14693/14812/140919/14681/14697/14678/19058/14800/12286/14701/210274/14700/243961/242443/320129/14702/14708/108071/18750/18795/12288/18751/14811/26417/268934/26413/72961/14704/18752",62
"mmu04120","mmu04120","Ubiquitin mediated proteolysis","73/2092","143/8384",1.22034709351606e-11,2.42543984836317e-10,1.34077608300777e-10,"22201/50868/26554/22192/22190/268470/22196/22209/68729/22187/216080/67345/56371/103583/22210/67128/56438/17237/140499/52563/28000/13194/74126/66156/12234/59026/22215/66799/14897/22193/16396/229615/56228/63958/53323/59008/26965/73998/99375/17999/109161/56469/22346/12402/67921/69010/231380/67615/21402/67455/20437/69957/66515/22195/100763/22214/56424/70093/105193/19823/69807/56459/76980/67673/218793/140630/66440/242521/93765/66105/67923/22186/56550",73
"mmu04137","mmu04137","Mitophagy - animal","42/2092","66/8384",3.02560055850234e-11,5.65965280943378e-10,3.12863958681046e-10,"20683/52440/12048/22190/94044/18412/17966/59040/56486/66437/22187/14479/15251/26419/12177/13001/15461/214952/84092/20779/18176/66169/170731/72542/22241/57436/16653/93739/17532/245860/56208/233204/11911/13000/26414/56484/16476/22059/12995/12176/19349/22186",42
"mmu04140","mmu04140","Autophagy - animal","70/2092","138/8384",4.72876207989395e-11,8.35414634114599e-10,4.61814776223562e-10,"11651/17274/20869/11652/26395/18749/18747/16001/12048/67605/19211/18412/16784/75909/170749/56486/23797/19324/19052/15251/13039/69635/66795/26419/13030/18753/97998/67841/67474/18607/12015/15461/12421/66615/51897/18706/19338/18176/52187/108079/242557/54170/19744/56717/207565/22241/74781/57436/16653/67790/16783/18709/93739/17532/67526/245860/56208/100502698/54673/384783/18708/217695/26414/26417/26413/15289/68441/641340/12176/19349",70
"mmu04932","mmu04932","Non-alcoholic fatty liver disease","73/2092","147/8384",6.59746122769498e-11,1.10420666863527e-09,6.10402229930783e-10,"12858/66925/11651/19353/69875/12028/11652/12540/67680/226646/17991/54405/21428/23797/66414/66594/22433/66945/26419/67130/56637/68194/100041273/100042503/68202/78330/20463/67264/13106/227197/66495/67273/72674/68375/16396/18706/66046/108079/595136/17992/68465/68197/70316/67003/104130/66142/12367/12857/18709/12866/66091/12868/67184/110323/17995/66694/384783/18708/12861/66416/11911/22272/26414/16476/606496/66052/66152/225887/12859/13063/66576/19082/26408",73
"mmu04261","mmu04261","Adrenergic signaling in cardiomyocytes","72/2092","150/8384",6.36439779185631e-10,1.01193924890515e-08,5.59397069073686e-09,"12313/11651/12297/11652/19047/434233/18749/18747/98660/51792/56808/12915/12289/12298/26931/20266/12315/23797/67972/19052/432530/12295/26932/210044/12325/12294/71978/11514/29857/224129/11512/72930/12322/14682/12912/11931/226849/11909/14683/59069/269643/11938/11941/110891/320707/326618/22003/14678/11928/11554/12314/12293/19045/232975/11932/52432/11911/11548/18750/18795/12288/81905/26416/108058/20541/12323/11936/26417/26413/12916/54376/110893",72
"mmu05031","mmu05031","Amphetamine addiction","41/2092","69/8384",1.10954693720261e-09,1.68017107633538e-08,9.28793676756069e-09,"21823/12313/53623/19047/434233/18749/18747/20907/12915/12289/12315/15182/14799/13488/19056/12325/11838/224129/12322/14802/12912/14810/11909/14683/19055/14812/19058/14800/12314/242443/19045/11911/18750/12288/16476/18751/108058/12323/14811/19049/18752",41
"mmu04720","mmu04720","Long-term potentiation","40/2092","67/8384",1.45571439049354e-09,2.06352286585852e-08,1.14070942932265e-08,"11836/12313/109880/19047/434233/26395/18749/18747/12315/14816/432530/14799/19056/12325/11514/12322/14682/15461/14810/18176/19055/14812/16653/19058/14800/12314/19045/11911/108071/18750/18795/12288/18751/108058/12323/14811/26417/26413/109905/18752",40
"mmu05132","mmu05132","Salmonella infection","105/2092","250/8384",1.54551115877514e-09,2.06352286585852e-08,1.14070942932265e-08,"19344/22154/11651/19353/110750/19158/74764/12028/11652/26395/56551/76709/12540/16573/12387/17113/11848/67771/56455/68652/140579/72318/18643/19345/23797/22027/66713/76884/68097/19878/53413/56444/16593/16648/26419/29857/16646/22143/15516/67665/16594/21416/54130/69654/15461/22145/74117/68724/74192/16574/50884/13427/269338/18706/18645/16842/22166/53598/69582/77573/56378/11461/56443/73178/67166/18479/67117/18481/16179/22428/12367/13191/26398/101314/67938/234663/21402/226977/70297/140580/218035/319642/11845/73710/26414/67068/11840/16476/26416/11852/242894/14433/22151/11308/22152/11841/22153/11465/26417/26413/13063/22142/16572/68089/19349",105
"mmu04721","mmu04721","Synaptic vesicle cycle","44/2092","77/8384",1.55737574781775e-09,2.06352286585852e-08,1.14070942932265e-08,"11772/66144/20511/20512/108124/11966/20907/11972/11974/11973/11975/22318/73834/66335/11773/11984/66237/12890/20910/20614/12757/14664/140919/56216/19339/114143/12889/108664/18195/12286/71770/20979/22348/21871/66290/76252/235415/116837/67300/74325/240332/11964/11771/72961",44
"mmu04727","mmu04727","GABAergic synapse","48/2092","89/8384",3.94992559415752e-09,5.02430535576837e-08,2.77742136515497e-08,"14395/18749/18747/15114/14394/12289/57138/56486/14399/432530/14706/210044/11514/224129/11512/105727/14409/54393/70827/14645/14417/20779/14688/14397/14400/14693/57436/14396/14681/93739/14697/14678/14402/18195/12286/14701/22348/14700/242425/14702/14708/18750/12288/18751/110886/14415/14704/18752",48
"mmu04713","mmu04713","Circadian entrainment","51/2092","98/8384",6.59481414424496e-09,8.06596499180729e-08,4.45884195177695e-08,"12313/53623/18749/18747/12289/12315/432530/14799/14706/210044/12325/11514/224129/11512/58226/11516/12322/14682/14802/12912/16519/14810/14683/54195/14688/18125/14693/11517/14812/14681/14697/14678/14800/14701/12314/16524/70729/14700/14702/14708/18750/18795/12288/18751/108058/12323/14811/26417/26413/14704/18752",51
"mmu04919","mmu04919","Thyroid hormone signaling pathway","59/2092","120/8384",7.26081278577146e-09,8.55162394768639e-08,4.72731280789019e-08,"11651/11652/26395/18749/18747/17978/12387/98660/20183/23989/20185/23797/13982/15182/18641/17977/14534/15251/56421/21834/56637/54720/18607/12015/15461/20846/11931/68975/16410/20779/18706/18176/20525/12371/19744/56717/11938/11461/16653/18709/11928/69790/53901/20182/232975/11932/18708/20466/18750/18795/18751/21833/11936/22059/11465/26417/26413/26896/18752",59
"mmu05211","mmu05211","Renal cell carcinoma","39/2092","68/8384",1.15184405463634e-08,1.30816574776556e-07,7.23150214752893e-08,"18591/11836/11651/19353/109880/11652/26395/12540/11864/12928/23797/15251/56438/224105/12575/20662/12015/15461/14194/18706/18176/20525/16653/70584/18479/18481/18709/112405/22346/107746/18708/16476/67673/112406/14784/26417/26413/109905/67923",39
"mmu03050","mmu03050","Proteasome","30/2092","47/8384",1.8727505197854e-08,2.05356781135088e-07,1.13520630418933e-07,"19182/19185/19172/21762/19170/19166/22123/69077/66997/26443/19179/67089/19173/19186/70247/19177/59029/26445/19181/67151/66537/23996/19171/26441/56436/17463/20422/19167/26442/19192",30
"mmu04722","mmu04722","Neurotrophin signaling pathway","58/2092","121/8384",3.14099976004148e-08,3.32945974564397e-07,1.84051564886641e-07,"12313/11651/19353/109880/12028/11652/26395/12540/11848/19165/17164/12928/12315/23797/19164/26406/22627/12325/26419/18753/29857/56637/18607/20662/12322/12015/192662/94275/15461/18706/18176/16653/16179/18709/72843/77480/12314/107746/18708/11911/12070/26414/12064/56484/16476/26416/108058/18212/12323/18213/22059/14784/26417/26413/20661/109905/26408/14570",58
"mmu05032","mmu05032","Morphine addiction","46/2092","90/8384",7.42194707991419e-08,7.61348119810552e-07,4.20871022867799e-07,"14395/18749/18747/14394/14399/432530/14706/13488/210044/11514/18574/224129/11512/14409/23984/54393/110355/16519/14683/18578/14688/14397/14400/14693/14396/14681/18577/14697/14678/14402/12286/14701/22348/16524/14700/242425/320129/11539/14702/14708/18750/18751/110886/18573/14704/18752",46
"mmu04725","mmu04725","Cholinergic synapse","53/2092","110/8384",9.909869941556e-08,9.84793325442128e-07,5.44390881657846e-07,"11651/11652/26395/18749/18747/12289/23797/14360/432530/14706/210044/12325/11514/224129/11512/11423/12322/14682/15461/12912/16519/18706/18176/226922/14688/14693/16653/14681/18709/14697/14678/12669/12286/14672/14701/14700/18708/11911/14702/16520/243764/14708/18750/18795/12288/18751/108058/110862/12323/26417/26413/14704/18752",53
"mmu03015","mmu03015","mRNA surveillance pathway","48/2092","98/8384",2.11104249710552e-07,2.03427731539259e-06,1.1245425742157e-06,"19047/434233/51792/26931/53817/74412/77305/19052/26932/20220/71978/56215/18458/68092/74320/72930/21681/192170/226849/67337/51796/68991/269643/66899/66441/233908/108062/68219/94230/19826/269061/68134/103677/60365/19045/230908/52432/105083/226517/83410/54451/432508/14852/78428/70248/76626/14853/192160",48
"mmu04911","mmu04911","Insulin secretion","43/2092","86/8384",4.36222636715789e-07,4.07996466104768e-06,2.25539257992374e-06,"18749/18747/98660/20907/12915/12289/432530/22318/210044/12325/11514/224129/11512/11516/12322/14682/12912/11931/11909/20614/14683/20525/11517/19339/12424/11928/14672/116838/20927/232975/11932/11911/18750/18795/12288/18751/108058/58802/12323/11936/26875/16531/18752",43
